Remisión,Estatus,Volumen,#Cliente,Cliente,Obra,Punto de entrega,Prod Comercial,Prod Tecnico,Product Description,Resistencia Diseño,Comentarios Externos,Camion,Placas,Chofer,B/NB,Fecha,Hora Carga,A1-Teórica,A1-Real,A1-$,A55-Teórica,A55-Real,A55-$,A92-Teórica,A92-Real,A92-$,ARL-Teórica,ARL-Real,ARL-$,C1-Teórica,C1-Real,C1-$,G10-Teórica,G10-Real,G10-$,G20-Teórica,G20-Real,G20-$,M12-Teórica,M12-Real,M12-$,R22-Teórica,R22-Real,R22-$,Costo Total ,Costo / m3,Costo / F'c,Cemento / m3,Ponderado F'c - M3,Ponderado F'c - Cemento,% del Volumen,Cemento / F'c
P003-003118,Terminado,1.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"VIADUCTO TIJUANA
VIADUCTO03
SEGUNDA ETAPA
DIAFRAGMA
CAB3001_0003",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/21/25,7:33:23 PM,141.4,142.0,6.7,7.8,7.8,571.4,4.2,4.3,398.6,866.5,869.0,623.1,650.0,643.0,"2,456.3",473.9,642.0,209.0,250.2,274.0,64.7,0.0,0.0,0.0,0.0,0.0,0.0,"$4,329.70","$4,329.70",$7.87,643.0,503.8,510.3242355,0.000441872,1.2
P003-003119,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO TIJUANA
PUENTE OTAY
TNU02B_0019
EJE 9-10",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/21/25,7:43:29 PM,818.4,819.0,38.4,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,299.5","5,280.0","3,786.0","3,900.0","3,922.0","14,982.0","4,244.1","4,285.0","1,394.8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,961.43","$4,326.90",$47.20,653.7,503.8,510.3242355,0.002651231,1.2
P003-003120,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO TIJUANA
PUENTE OTAY
TNU02B_0019
EJE 9-10",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/21/25,7:54:11 PM,818.4,819.0,38.4,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,299.5","5,247.0","3,762.3","3,900.0","3,918.0","14,966.8","4,244.1","4,304.0","1,401.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,928.67","$4,321.44",$47.14,653.0,503.8,510.3242355,0.002651231,1.2
P003-003121,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO TIJUANA
PUENTE OTAY
TNU02B_0019
EJE 9-10",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/21/25,8:06:08 PM,818.4,819.0,38.4,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,299.5","5,259.0","3,770.9","3,900.0","3,914.0","14,951.5","4,244.1","4,295.0","1,398.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,919.06","$4,319.84",$47.13,652.3,503.8,510.3242355,0.002651231,1.2
P003-003122,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO TIJUANA
PUENTE OTAY
TNU02B_0019
EJE 9-10",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/21/25,8:16:25 PM,818.4,819.0,38.4,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,299.5","5,274.0","3,781.7","3,900.0","3,907.0","14,924.7","4,244.1","4,267.0","1,388.9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,893.97","$4,315.66",$47.08,651.2,503.8,510.3242355,0.002651231,1.2
P003-003123,Terminado,5.75,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO TIJUANA
PUENTE OTAY
TNU02B_0019
EJE 9-10",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/21/25,8:27:41 PM,774.6,775.0,36.3,44.7,44.9,"3,271.1",24.1,24.3,"2,246.7","5,088.4","5,047.0","3,618.9","3,737.5","3,754.0","14,340.3","4,067.3","4,087.0","1,330.3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$24,843.59","$4,320.62",$45.17,652.9,503.8,510.3242355,0.002540763,1.2
P003-003124,Terminado,8.30,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT003_0002
686MTT003A_0002
686MTT007_0005
686MTT007_0006
686MTT008_0004
686MTT003C_0002",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/22/25,5:36:20 AM,"1,602.4","1,603.0",75.1,0.0,0.0,0.0,11.4,11.5,"1,059.9","5,353.7","5,304.0","3,803.2","4,565.0","4,568.0","17,449.8",0.0,0.0,0.0,"8,340.8","8,363.0","1,975.8",0.0,0.0,0.0,27.4,0.0,0.0,"$24,363.68","$2,935.38",$69.61,550.4,503.8,510.3242355,0.003667536,1.6
P003-003125,Terminado,4.10,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT003_0002
686MTT003A_0002
686MTT007_0005
686MTT007_0006
686MTT008_0004
686MTT003C_0002",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/22/25,7:14:35 AM,791.5,792.0,37.1,0.0,0.0,0.0,5.6,5.7,525.4,"2,644.6","2,704.0","1,938.9","2,255.0","2,262.0","8,640.8",0.0,0.0,0.0,"4,120.2","4,116.0",972.4,0.0,0.0,0.0,13.5,0.0,0.0,"$12,114.64","$2,954.79",$34.61,551.7,503.8,510.3242355,0.001811674,1.6
P003-003126,Terminado,7.40,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT003_0002
686MTT003A_0002
686MTT007_0005
686MTT007_0006
686MTT008_0004
686MTT003C_0002",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/22/25,11:17:13 AM,"1,428.6","1,429.0",66.9,0.0,0.0,0.0,10.1,10.3,951.2,"4,773.2","4,785.0","3,431.0","4,070.0","4,038.0","15,425.2",0.0,0.0,0.0,"7,436.4","7,373.0","1,741.9",0.0,0.0,0.0,24.4,0.0,0.0,"$21,616.19","$2,921.11",$61.76,545.7,503.8,510.3242355,0.003269851,1.6
P003-003127,Terminado,3.70,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT003_0002
686MTT003A_0002
686MTT007_0005
686MTT007_0006
686MTT008_0004
686MTT003C_0002",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/22/25,12:33:33 PM,714.3,715.0,33.5,0.0,0.0,0.0,5.0,5.2,480.1,"2,386.6","2,354.0","1,687.9","2,035.0","2,024.0","7,731.7",0.0,0.0,0.0,"3,718.2","3,715.0",877.7,0.0,0.0,0.0,12.2,0.0,0.0,"$10,810.88","$2,921.86",$30.89,547.0,503.8,510.3242355,0.001634926,1.6
P003-003128,Terminado,6.70,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO TIJUANA
VIADUCTO 04
TNU4201_0001
EJE 8-9",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/22/25,12:50:24 PM,902.5,903.0,42.3,52.2,52.3,"3,814.0",28.1,28.3,"2,618.1","5,929.1","5,909.0","4,237.0","4,355.0","4,342.0","16,586.4","4,739.2","4,796.0","1,561.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,858.85","$4,307.29",$52.47,648.1,503.8,510.3242355,0.002960541,1.2
P003-003129,Terminado,6.70,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO TIJUANA
VIADUCTO 04
TNU4201_0001
EJE 8-9",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/22/25,1:06:18 PM,919.5,920.0,43.1,52.2,52.3,"3,814.0",28.1,28.3,"2,618.1","5,912.2","5,858.0","4,200.4","4,355.0","4,349.0","16,613.2","4,739.2","4,782.0","1,556.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,845.26","$4,305.26",$52.45,649.1,503.8,510.3242355,0.002960541,1.2
P003-003130,Terminado,6.70,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO TIJUANA
VIADUCTO 04
TNU4201_0001
EJE 8-9",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/22/25,1:16:51 PM,919.5,920.0,43.1,52.2,52.3,"3,814.0",28.1,28.3,"2,618.1","5,912.2","5,864.0","4,204.7","4,355.0","4,311.0","16,468.0","4,739.2","4,770.0","1,552.6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,700.49","$4,283.66",$52.18,643.4,503.8,510.3242355,0.002960541,1.2
P003-003131,Terminado,6.70,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO TIJUANA
VIADUCTO 04
TNU4201_0001
EJE 8-9",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/22/25,1:28:33 PM,936.4,937.0,43.9,52.2,52.3,"3,814.0",28.1,28.3,"2,618.1","5,895.3","5,884.0","4,219.0","4,355.0","4,352.0","16,624.6","4,739.2","4,801.0","1,562.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,882.34","$4,310.80",$52.51,649.6,503.8,510.3242355,0.002960541,1.2
P003-003132,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0013
EJE V03-36",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/22/25,4:39:57 PM,858.1,859.0,40.2,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,188.9","5,125.0","3,674.8","3,900.0","3,906.0","14,920.9","2,843.5","2,865.0",932.6,"1,501.4","1,654.0",390.8,0.0,0.0,0.0,0.0,0.0,0.0,"$25,719.59","$4,286.60",$46.76,651.0,503.8,510.3242355,0.002651231,1.2
P003-003133,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0013
EJE V03-36",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/22/25,4:50:39 PM,858.1,859.0,40.2,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,188.9","5,154.0","3,695.6","3,900.0","3,903.0","14,909.5","2,843.5","2,894.0",942.0,"1,501.4","1,680.0",396.9,0.0,0.0,0.0,0.0,0.0,0.0,"$25,744.50","$4,290.75",$46.81,650.5,503.8,510.3242355,0.002651231,1.2
P003-003134,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0013
EJE V03-36",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/22/25,5:01:33 PM,858.1,858.0,40.2,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,188.9","5,137.0","3,683.4","3,900.0","3,976.0","15,188.3","2,843.5","2,866.0",932.9,"1,501.4","1,583.0",374.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,979.10","$4,329.85",$47.23,662.7,503.8,510.3242355,0.002651231,1.2
P003-003135,Terminado,4.30,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0013
EJE V03-36",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/22/25,5:13:35 PM,615.0,615.0,28.8,33.5,33.6,"2,449.8",18.1,18.2,"1,685.0","3,718.7","3,634.0","2,605.7","2,795.0","2,802.0","10,703.6","2,037.9","2,089.0",680.0,"1,076.0","1,070.0",252.8,0.0,0.0,0.0,0.0,0.0,0.0,"$18,405.70","$4,280.40",$33.46,651.6,503.8,510.3242355,0.001900049,1.2
P003-003136,Terminado,6.30,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4121_0001
EJE 3-4",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/22/25,5:57:12 PM,859.3,860.0,40.3,49.0,49.2,"3,585.4",26.5,26.7,"2,464.1","5,564.5","5,510.0","3,950.9","4,095.0","4,099.0","15,658.2","4,456.3","4,480.0","1,458.2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$27,157.06","$4,310.64",$49.38,650.6,503.8,510.3242355,0.002783792,1.2
P003-003137,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4121_0001
EJE 3-4",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/22/25,6:07:19 PM,818.4,819.0,38.4,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,299.5","5,242.0","3,758.7","3,900.0","3,886.0","14,844.5","4,244.1","4,294.0","1,397.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,799.59","$4,299.93",$46.91,647.7,503.8,510.3242355,0.002651231,1.2
P003-003138,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4121_0001
EJE 3-4",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/22/25,6:17:59 PM,818.4,819.0,38.4,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,299.5","5,270.0","3,778.8","3,900.0","3,887.0","14,848.3","4,244.1","4,282.0","1,393.8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,819.58","$4,303.26",$46.94,647.8,503.8,510.3242355,0.002651231,1.2
P003-003139,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4121_0001
EJE 3-4",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/22/25,6:27:55 PM,808.2,809.0,37.9,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,309.7","5,277.0","3,783.8","3,900.0","3,858.0","14,737.6","4,244.1","4,315.0","1,404.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,724.09","$4,287.35",$46.77,643.0,503.8,510.3242355,0.002651231,1.2
P003-003140,Terminado,1.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"Colado segunda etapa
Diafragma 
Viaducto 03
CAB3001_0004
Eje 26",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/22/25,8:03:54 PM,133.1,134.0,6.3,7.8,7.8,571.4,4.2,4.3,398.6,874.7,901.0,646.1,650.0,639.0,"2,441.0",473.9,588.0,191.4,250.2,284.0,67.1,0.0,0.0,0.0,0.0,0.0,0.0,"$4,321.78","$4,321.78",$7.86,639.0,503.8,510.3242355,0.000441872,1.2
P003-003141,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M4
VIADUCTO TIJUANA
PUENTE OTAY
TNU02B_0020
EJE 9-10",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/22/25,8:46:12 PM,793.1,783.0,36.7,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,324.8","5,283.0","3,788.1","3,900.0","3,965.0","15,146.3","4,244.1","4,247.0","1,382.4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,113.78","$4,352.30",$47.48,660.8,503.8,510.3242355,0.002651231,1.2
